home_links	home_links-href	cante_name
Maestros del cante vol. 2	http://canteytoque.es/letrasborrico.html	Mi Virgen de la Merced (bulerías)
Cante Jondo	http://canteytoque.es/letrasromerocantejondo.html	Bulerías
Cante gitano	http://canteytoque.es/letrascurromalena.html	Soleá con cambio del Gloria
Por bulerías	http://canteytoque.es/letrasvvporbulerias.html	Era un señor muy devoto. Cojo Peroche
Grandes cantaores del flamenco	http://canteytoque.es/letrasmairenagrandes.html	Santa Justa y Rufina (soleares de Triana)
Cultura Jonda 4. De Cádiz... aquella Venta de Vargas	http://canteytoque.es/letrasvvaquellaventadevargas.html	Prefacio y malagueña doble del Mellizo. Pericón de Cádiz
Por derecho	http://canteytoque.es/letrasclavel.html	"Una espina clavada (liviana, toná-liviana y seguiriya de María Borrico)"
Tía Anica la Periñaca	http://canteytoque.es/letrasritoperinaca.html	Seguiriyas
Cuando canta el pasado	http://canteytoque.es/letrasvicentesotocuandocantaelpasado.html	El ritmo de la sangre (bulerías)
Chano Lobato (CD1)	http://canteytoque.es/letraschano1.html	Que tú perdiste la llave (tientos caracoleros)
Le chant du monde v. 8. (con Agujeta Viejo)	http://canteytoque.es/letrasmagujetachant.html	Entrañas de mi cuerpo (siguiriyas)
Cádiz joven. Chaquetón y Juanito Villar	http://canteytoque.es/letrasvvchaquetonvillar.html	No pasaré por tu calle (bulerías por soleá) Chaquetón
Chano Lobato (CD1)	http://canteytoque.es/letraschano1.html	Tengo yo una torrecita (granaína y malagueña)
Cátedra del cante vol. 39	http://canteytoque.es/letrasvallejo.html	No llamarme el médico (seguiriyas)
Verea del camino	http://canteytoque.es/letrasvicentesotoverea.html	En la fragua (martinete)
Fiesta por tangos. Los gitanos de Jerez	http://canteytoque.es/letrasvvfiestaportangos.html	Hoy me he despertado. Chiqui de Jerez
disco 4	http://canteytoque.es/letrasvvantologiaariola4.html	"Serrana, que te olvidara (granaínas) Luis Caballero"
Rubichis	http://canteytoque.es/letrasdiegorubichi.html	Fandangos
CD 3	http://canteytoque.es/letraspastora03.html	19. Me dijiste que era fea (sevillana)
Por tarantas y tarantos	http://canteytoque.es/letrasvvportarantas.html	Dale compañero. Antonio Piñana
"Antología de cantaores flamencos. Vol. 8 (Chocolate, Cojo de Málaga, Pena hijo)"	http://canteytoque.es/letrasvvchocolatecojomalagapenahijo.html	Le estaba pidiendo pan (fandango) Antonio Nuñez el Chocolate
Solera gitana(Quejío) 2	http://canteytoque.es/letrasmairenaquejio2.html	Me meten en una sala (toná y martinete)
El Lebrijano	http://canteytoque.es/letraspuroyjondolebrijano.html	Romance
Archivo de flamenco	http://canteytoque.es/letrasterremotoarchivo.html	En esta estepa (bulerías)
Beni de Cádiz	http://canteytoque.es/letrasbeni.html	Fandangos de Huelva
Maestros del cante	http://canteytoque.es/letrasmanolovargas.html	Ahora sí que te llamo (siguiriyas)
CD 13	http://canteytoque.es/letraspastora13.html	2. Te se logró el gusto (siguiriya)
Arte flamenco. Cobitos / Sernita de Jerez	http://canteytoque.es/letrasvvcobitossernita.html	A la Pastora Divina (cartageneras) Cobitos
El genio (Quejío) 1	http://canteytoque.es/letrascaracolquejio1.html	Soy como aquel jilguerillo (taranta y malagueña)
Fandangos de Huelva (Pepe Rivera y Paco Toronjo)	http://canteytoque.es/letrasritofandangosdehuelva.html	Fandango de Alosno (Pepe Rivera)
Sonakay	http://canteytoque.es/letrasrevuelo.html	Bulerías toreras del mano a mano (bulerías)
Santiago Donday	http://canteytoque.es/letraspuroyjondodonday.html	Bulerías
CD 2	http://canteytoque.es/letraspastora02.html	13. Por tu causita me estoy viendo (siguiriya)
Triana. Familia Montoya	http://canteytoque.es/letrasvvtrianafamiliamontoya.html	Montoya (tangos)
Por bulerías	http://canteytoque.es/letrasvvporbulerias.html	Los peregrinitos. Pericón de Cádiz
El Indio Gitano	http://canteytoque.es/letrasindiogitano.html	Por el puente de Triana (bulerías)
En Lebrija. El Funi y el Juanata con Pedro Peña	http://canteytoque.es/letrasvvenlebrija.html	Pena mía (cantiñas) el Funi
CD 3	http://canteytoque.es/letraspastora03.html	7. Sentadita en el balcón (tiento)
CD 3	http://canteytoque.es/letraspastora03.html	6. Y yo no te he dado motivo (tiento)
Por bulerías	http://canteytoque.es/letrasvvporbulerias.html	Que los lobitos me comían. Bernardo el de los Lobitos
Antología del cante flamenco (CD 1)	http://canteytoque.es/letrasantologiahispavox1.html	Romeras. El Chaqueta
Arte y compás	http://canteytoque.es/letrasgaspardeutrera.html	Fandangos de la amapola
El Pele	http://canteytoque.es/letraspuroyjondopele.html	Soleá
Arte flamenco. Pericón de Cádiz / Chato de La Isla	http://canteytoque.es/letrasvvpericonchato.html	Que se crucen las estrellas (malagueñas)
Cante Jondo	http://canteytoque.es/letrasromerocantejondo.html	Peteneras
Grandes cantaores del flamenco	http://canteytoque.es/letraschatodelaisla.html	A mí no me cuentes penas (soleares)
CD 2	http://canteytoque.es/letraspastora02.html	10. Ya lo llevan y ya lo traen (saeta)
Por alegrías	http://canteytoque.es/letrasvvporalegrias.html	La vió el rey David. Bernarda de Utrera
Maestros del cante	http://canteytoque.es/letrasbernardolobitos.html	Hice candela en un cerro (soleá de Utrera)
Juana la del Revuelo	http://canteytoque.es/letraspuroyjondojuanarevuelo.html	Tangos
"Malagueñas (A. Canillas, Perote, A. Álora, P. del Solano y L. Caballero)"	http://canteytoque.es/letrasritomalaguena.html	Malagueñas de Chacón (Luís Caballero)
Canta Jerez	http://canteytoque.es/letrasvvcantajerez.html	Te tiene que faltar (bulerías por soleá) Terremoto de Jerez
Naturaleza flamenca (Quejío) 2	http://canteytoque.es/letrasmatronaquejio2.html	Mi compañera está mala (soleares de Cádiz)
Solera gitana(Quejío) 2	http://canteytoque.es/letrasmairenaquejio2.html	Para ayudarme a llorar (fandangos huelvanos)
Si yo volviera a nacer	http://canteytoque.es/letraschocolatesiyo.html	Ni a la ira de Undebel (soleá)
Por alegrías	http://canteytoque.es/letrasvvporalegrias.html	Aunque sé que te pierdo. Gabriel Moreno
Grandes cantaores del flamenco	http://canteytoque.es/letraschatodelaisla.html	Nace el río de las montañas (caña)
Cátedra del cante vol. 14	http://canteytoque.es/letrasgloria.html	Te tengo que ver rodando (fandangos)
Arte flamenco. Miguel Vargas / Chano Lobato	http://canteytoque.es/letrasvvmiguelvargaschano.html	Qué dobles son esos (seguiriyas) Miguel Vargas
disco 6	http://canteytoque.es/letrasvvantologiaariola6.html	Sintiendo estaban las piedras (siguiriyas) Juan Talega
El genio (Quejío) 1	http://canteytoque.es/letrascaracolquejio1.html	Veneno me dejaste (fandangos caracoleros)
Sus primeras grabaciones	http://canteytoque.es/letrasfernandaybernardasusprimeras.html	Soleares de la Serneta (soleá) Fernanda
Camarón	http://canteytoque.es/letrasritocamaron.html	Alegrías
CD 4	http://canteytoque.es/letraspastora04.html	20. Si yo supiera la lengua (siguiriya)
El Indio Gitano	http://canteytoque.es/letrasindiogitano.html	Manuela de mi alma (seguiriyas)
Arte y compás	http://canteytoque.es/letrasgaspardeutrera.html	Lerenle (rumbas)
Grandes cantaores del flamenco	http://canteytoque.es/letrasromerograndes.html	"Yo no te obligo, gitana (toná)"
Flamenco en el Teatro Real	http://canteytoque.es/letraslebrijano.html	Condenaos por ser gitanos (cante de galeras)
Le chant du monde v. 20	http://canteytoque.es/letrastalegachant.html	"Te tenía que ""fartá"" (bulerias por soleá)"
CD 11	http://canteytoque.es/letraspastora11.html	20. Deja que llegue el domingo (bulería)
Cádiz joven. Chaquetón y Juanito Villar	http://canteytoque.es/letrasvvchaquetonvillar.html	Qué pronto se te acabó (fandangos) Juanito Villar
"Potaje gitano en Utrera (con Fernanda, Bernarda, Pepa, Perrate y Paco Valdepeñas)"	http://canteytoque.es/letrasvvpotajeutrera.html	Esta gitana (bulerías por soleá) Bernarda de Utrera
Disco de oro	http://canteytoque.es/letrascamarondiscooro.html	Que mis ojitos te vean (soleá)
CD 6	http://canteytoque.es/letraspastora06.html	8. No seas loca y ten talento (bulería)
CD 5	http://canteytoque.es/letraspastora05.html	4.  Bayetita de la negra (soleá)
CD 2	http://canteytoque.es/letrasantologiaorfeon2.html	La toná chica. Rafael Romero
Cultura Jonda 3	http://canteytoque.es/letraspansecocultura.html	Cautivaron a una mora (tientos)
"Malagueñas (A. Canillas, Perote, A. Álora, P. del Solano y L. Caballero)"	http://canteytoque.es/letrasritomalaguena.html	Malagueñas de Enrique el Mellizo (Paco del Solano)
Homenaje a Pepe de la Matrona. CD 2	http://canteytoque.es/letrasmatronahomenaje2.html	Macho de la serrana y cambio de María Borrico
Viejo cante jondo	http://canteytoque.es/letrasmagujetajondo.html	Siguiriyas de las grandes penas
Cultura Jonda 7	http://canteytoque.es/letrasfernandaybernardacultura.html	Hasta que no te emborrachas (soleares) Fernanda
"De Sanlúcar a La Línea (Medrano, Castaña, Farina, Mollino, Yiyi y Paca)"	http://canteytoque.es/letrasritosanlucaralalinea.html	Martinete (tío Mollino)
"De Ronda a Málaga (Panda Poveda, P. Lavado y M. Chicano, A. Ranchal, Fosforito y A. Canillas)"	http://canteytoque.es/letrasritorondaamalaga.html	Fandangos de Lucena (Antonio Ranchal)
Homenaje a Pepe de la Matrona. CD 2	http://canteytoque.es/letrasmatronahomenaje2.html	Era un día señaladito (seguiriya)
Verea del camino	http://canteytoque.es/letrasvicentesotoverea.html	Senderos / Tu querer gitano (tientos / tangos)
CD 4	http://canteytoque.es/letraspastora04.html	5. Por tu ventana sale (alegría)
Por alegrías	http://canteytoque.es/letrasvvporalegrias.html	Que Cádiz tiene solera. Manolo Vargas
Cultura Jonda 7	http://canteytoque.es/letrasfernandaybernardacultura.html	En la casa de los pobres (soleares) Fernanda
Homenaje a Pepe de la Matrona. CD 1	http://canteytoque.es/letrasmatronahomenaje1.html	Una lancha cañonera (alegrías)
Tres generaciones. Agujetas CD 1 (Manuel y su padre)	http://canteytoque.es/letrasvvtresgeneraciones1.html	Del color de cera (tangos) Manuel Agujetas
Por tarantas y tarantos	http://canteytoque.es/letrasvvportarantas.html	El puente. Curro de Utrera
CD 11	http://canteytoque.es/letraspastora11.html	11. Son pícaros tartaneros (cartagenera)
"Antología de cantaores flamencos. Vol. 8 (Chocolate, Cojo de Málaga, Pena hijo)"	http://canteytoque.es/letrasvvchocolatecojomalagapenahijo.html	El amor que yo te tengo (cambio por seguidillas) José Muñoz Pena hijo
Cátedra del cante vol. 14	http://canteytoque.es/letrasgloria.html	Ciego de tanto llorar (fandangos)
Cátedra del cante vol. 16	http://canteytoque.es/letrascojohuelva.html	Si quieres que te quiera (tanguillos)
CD 6	http://canteytoque.es/letraspastora06.html	12. Por lo mudable (sevillana)
disco 2	http://canteytoque.es/letrasvvantologiaariola2.html	Me fui detrás de los míos (tientos) Manuel Sordera
"¡Flamenco! ""Marqués de Porrina"""	http://canteytoque.es/letrasporrina.html	Calle Carmelita (jaleo)
"Grabaciones en París 1956-1959. Rafael Romero, Juan Varea, Perico el del Lunar (CD 2)"	http://canteytoque.es/letrasvvgrabacionesenparis2.html	Sevillanas (Rafael Romero)
Disco de oro	http://canteytoque.es/letrascamarondiscooro.html	No naqueres más de mí (tangos del Titi)
Naturaleza flamenca (Quejío) 2	http://canteytoque.es/letrasmatronaquejio2.html	Un ramito de azahar (soleares)
disco 2	http://canteytoque.es/letrasvvantologiaariola2.html	Como cosita mía (seguiriya) Manuel Agujetas
Todos mis hijos	http://canteytoque.es/letrasjoslerotodosmishijos.html	Que no puedo con más (bulerías)
"Antología de cantaores flamencos. Vol. 25 (Agujetas Viejo, Garbanzo y Salmonete)"	http://canteytoque.es/letrasvvagujetaviejogarbanzosalmonete.html	En San Miguel las campanas (tangos del Piyayo) el Garbanzo de Jerez
Fiesta por bulerías. Los gitanos de Jerez	http://canteytoque.es/letrasvvfiestaporbulerias.html	Quisiera ser el aire. Melchora Ortega
Chocolate con Niño Ricardo	http://canteytoque.es/letraschocolatericardo.html	La comparo con la liebre (fandangos)
Cátedra del cante vol. 41	http://canteytoque.es/letrasislanino.html	A clavito y canela (seguiriyas) Niño Medina
Le chant du monde v. 20	http://canteytoque.es/letrastalegachant.html	Dices que tú no me quieres (martinete carcelero)
"Arte flamenco. Juan Cantero / Roque Montoya ""Jarrito"""	http://canteytoque.es/letrasvvcanterojarrito.html	Que tengo mal corazón (soleá de Triana) Juan Cantero
Una historia del cante flamenco 1	http://canteytoque.es/letrascaracolhistoria1.html	Si yo pudiera (soleares de Joaquín el de la Paula)
CD 2	http://canteytoque.es/letraspastora02.html	9. En venta yo (siguiriya)
Grandes cantaores del flamenco	http://canteytoque.es/letrasmairenagrandes.html	Tanto llamar (siguiriyas de los Puertos)
CD 10	http://canteytoque.es/letraspastora10.html	20. Oye China los lamentos (milonga)
Cultura Jonda 10. XV Potaje gitano de Utrera en directo (1971)	http://canteytoque.es/letrasvvxvpotajeutrera.html	Seguiriyas de Paco la Luz y Cagancho. Gaspar de Utrera
"Cante flamenco gitano (Gaspar, R. Romero, Donday, Cristobalina y Turronero)"	http://canteytoque.es/letrasritocantegitano.html	Tientos (Turronero)
Viejo cante jondo	http://canteytoque.es/letrasmagujetajondo.html	Fandangos de campo alante
Arroyuelo	http://canteytoque.es/letrasantoniomalena.html	Bulería popular
"El fandango (A. de Pura, S. Salguero, A. de Álora, Sordera, Sabina y Bengala)"	http://canteytoque.es/letrasritofandango.html	Fandangos de Pérez de Guzmán (Santiago Salguero)
"Grabaciones en París 1956-1959. Rafael Romero, Juan Varea, Perico el del Lunar (CD 2)"	http://canteytoque.es/letrasvvgrabacionesenparis2.html	Nana (Rafael Romero)
CD 11	http://canteytoque.es/letraspastora11.html	2. Adiós madre de mi alma (fandango)
Cátedra del cante vol. 39	http://canteytoque.es/letrasvallejo.html	Al Cristo de la Humildad (tango de las caravanas)
Actuaciones históricas(CD1)	http://canteytoque.es/letrasmairenaact1.html	Yo nunca a mi ley falté (soleá por bulerías)
"La Serranía (Morente, Matrona, Menese y Mairena)"	http://canteytoque.es/letrasritoserrania.html	Liviana y toná liviana (José Menese)
Fiesta en Andalucía la Baja	http://canteytoque.es/letrasvvfiestaenandalucialabaja.html	El cañaveral (bulerías) Borrico
Manuel Moneo	http://canteytoque.es/letraspuroyjondomoneo.html	Fandangos
El genio (Quejío) 1	http://canteytoque.es/letrascaracolquejio1.html	El reniego (siguiriyas)
Al compás de los Zambos	http://canteytoque.es/letrasvvfamiliazambo.html	Tío Borrico
Qué nos queda	http://canteytoque.es/letrasvvquenosqueda.html	Soleá
"Colección Federico García Lorca (Torre, Tenazas, Pastora, Tomás y Cepero)"	http://canteytoque.es/letrasvvcoleccionlorca.html	Quedito los golpes (siguiriyas) Manuel Torre
Cante Jondo	http://canteytoque.es/letrasromerocantejondo.html	Fandangos de Lucena
Cultura Jonda 3	http://canteytoque.es/letraspansecocultura.html	Mi niño (bulerías)
"Antología de cantaores flamencos. Vol. 8 (Chocolate, Cojo de Málaga, Pena hijo)"	http://canteytoque.es/letrasvvchocolatecojomalagapenahijo.html	Hay perlas a millares (malagueñas) Cojo de Málaga
Flamenco en el Teatro Real	http://canteytoque.es/letraslebrijano.html	Te has vuelto muy ventanera (aires de rondeñas)
José Mercé	http://canteytoque.es/letraspuroyjondomerce.html	Alegrías
"Soleares (I) (Mairena, E. Paula, Perrate, Fernanda y Lebrijano)"	http://canteytoque.es/letrasritosolea1.html	Soleares (el Lebrijano)
Segundo disco	http://canteytoque.es/letrasrancapino2.html	Malagueñas de Aurelio (malagueñas)
Pedro Lavado	http://canteytoque.es/letrasritopedrolavado.html	Fandangos de Lucena
Chocolate con Niño Ricardo	http://canteytoque.es/letraschocolatericardo.html	Me dice mi corazón (fandangos)
Por bulerías	http://canteytoque.es/letrasvvporbulerias.html	Ojos verdes. Pepe Aznalcóllar
Por bulerías	http://canteytoque.es/letrasvvporbulerias.html	No quiero caudales. Manolo Caracol
CD 7	http://canteytoque.es/letraspastora07.html	16. Quien tiene grandes fatigas (tiento)
CD 2	http://canteytoque.es/letraspastora02.html	1. Bayeta de la negra (soleá)
Nano de Jerez	http://canteytoque.es/letraspuroyjondonano.html	Bulerías
Bulerías	http://canteytoque.es/letraspansecobulerias.html	El borracho
Por tarantas y tarantos	http://canteytoque.es/letrasvvportarantas.html	Cuevas de Vera. Pepe Pinto
"Potaje gitano en Utrera (con Fernanda, Bernarda, Pepa, Perrate y Paco Valdepeñas)"	http://canteytoque.es/letrasvvpotajeutrera.html	La vió el rey David (alegrías del Pinini) Fernanda de Utrera
Fernanda de Utrera	http://canteytoque.es/letrasritofernanda.html	Cantiñas de Pinini
Fernanda de Utrera	http://canteytoque.es/letrasritofernanda.html	Fandangos por soleá
"Fiesta gitana por tangos (C. Montoya, V. Peña, Calzones, A. de Álora, Camarón y Funi)"	http://canteytoque.es/letrasritofiestatango.html	Antonio Calzones
Le chant du monde v. 4	http://canteytoque.es/letrasterremotochant.html	No me quiere tu gente (soleares)
Antología del cante flamenco y cante gitano. CD 1	http://canteytoque.es/letrasvvantologiamairena1.html	Petenera. Pepita Caballero
"Las tonás (Talega, Mairena, Agujetas y Borrico, R. Romero y Menese)"	http://canteytoque.es/letrasritotonas.html	Debla (Rafael Romero)
Sonakay	http://canteytoque.es/letrasrevuelo.html	Tu color (tangos)
Le chant du monde v. 8. (con Agujeta Viejo)	http://canteytoque.es/letrasmagujetachant.html	La montaba un jinete (bulerías)
Fandangos de Huelva (Pepe Rivera y Paco Toronjo)	http://canteytoque.es/letrasritofandangosdehuelva.html	Fandango de Huelva (Paco Toronjo)
